claim_id,claim_date,claim_year,claim_month,insurer,state,vehicle_type,vehicle_age_years,policy_age_months,incident_type,garage_type,claim_amount_inr,claims_last_12m,days_to_report,surveyor_flag,india_cpi,india_gdp_growth,fraud_flag,anomaly_score,anomaly_flag,risk_level,ai_insight,ai_analysis_requested
CLM-007210,14-08-2021,2021,8,United India Insurance,Uttar Pradesh,Commercial Vehicle,0,33,Collision,Cash Settlement,64755.71,0,16,0,5.13,9.05,0,0.1413,0,Low Risk,AI analysis not requested.,False
CLM-007211,14-08-2021,2021,8,SBI General,Odisha,Private Car,0,30,Collision,Non-Network Garage,240801.35,0,16,1,5.13,9.05,0,0.1156,0,Low Risk,AI analysis not requested.,False
CLM-007212,14-08-2021,2021,8,United India Insurance,Maharashtra,Two-Wheeler,10,26,Collision,Non-Network Garage,45530.61,0,16,0,5.13,9.05,0,0.1412,0,Low Risk,AI analysis not requested.,False
CLM-007213,14-08-2021,2021,8,Tata AIG,Madhya Pradesh,Two-Wheeler,0,50,Theft,Network Garage,42771.88,1,0,0,5.13,9.05,0,0.1408,0,Low Risk,AI analysis not requested.,False
CLM-007214,14-08-2021,2021,8,SBI General,Gujarat,Private Car,2,27,Theft,Cash Settlement,23277.41,0,0,0,5.13,9.05,0,0.0664,0,Low Risk,AI analysis not requested.,False
CLM-007215,14-08-2021,2021,8,Tata AIG,Karnataka,Commercial Vehicle,14,4,Vandalism,Non-Network Garage,146124.43,0,1,1,5.13,9.05,0,0.1509,0,Low Risk,AI analysis not requested.,False
CLM-007216,14-08-2021,2021,8,Oriental Insurance,Maharashtra,Two-Wheeler,0,26,Natural Disaster,Network Garage,26471.86,1,2,0,5.13,9.05,0,0.1387,0,Low Risk,AI analysis not requested.,False
CLM-007217,15-08-2021,2021,8,HDFC ERGO,Maharashtra,Commercial Vehicle,0,53,Natural Disaster,Non-Network Garage,343036.42,1,1,1,5.13,9.05,1,0.1693,0,Low Risk,AI analysis not requested.,False
CLM-007218,15-08-2021,2021,8,Bajaj Allianz,Rajasthan,Private Car,6,36,Collision,Cash Settlement,160965.53,0,11,1,5.13,9.05,0,0.1591,0,Low Risk,AI analysis not requested.,False
CLM-007219,15-08-2021,2021,8,New India Assurance,Maharashtra,Two-Wheeler,4,14,Natural Disaster,Non-Network Garage,145885.22,1,0,1,5.13,9.05,0,0.1675,0,Low Risk,AI analysis not requested.,False
CLM-007220,15-08-2021,2021,8,Reliance General,Uttar Pradesh,Private Car,0,50,Theft,Non-Network Garage,264366.27,0,7,1,5.13,9.05,1,0.1406,0,Low Risk,AI analysis not requested.,False
CLM-007221,16-08-2021,2021,8,Oriental Insurance,Tamil Nadu,Private Car,8,4,Natural Disaster,Non-Network Garage,459694.57,0,0,1,5.13,9.05,1,0.1277,0,Low Risk,AI analysis not requested.,False
CLM-007222,16-08-2021,2021,8,Bajaj Allianz,Gujarat,Private Car,3,18,Collision,Non-Network Garage,125582.43,0,9,1,5.13,9.05,0,0.1686,0,Low Risk,AI analysis not requested.,False
CLM-007223,16-08-2021,2021,8,Tata AIG,Maharashtra,Commercial Vehicle,1,46,Theft,Cash Settlement,427185.38,2,4,1,5.13,9.05,1,0.1567,0,Low Risk,AI analysis not requested.,False
CLM-007224,16-08-2021,2021,8,HDFC ERGO,Bihar,Private Car,7,59,Fire,Network Garage,27964.77,0,4,0,5.13,9.05,0,0.1508,0,Low Risk,AI analysis not requested.,False
CLM-007225,17-08-2021,2021,8,Oriental Insurance,Karnataka,Two-Wheeler,5,7,Collision,Network Garage,181559.2,0,9,1,5.13,9.05,0,0.1399,0,Low Risk,AI analysis not requested.,False
CLM-007226,17-08-2021,2021,8,United India Insurance,Rajasthan,Commercial Vehicle,4,7,Theft,Network Garage,47637.35,0,6,0,5.13,9.05,0,0.1465,0,Low Risk,AI analysis not requested.,False
CLM-007227,17-08-2021,2021,8,Oriental Insurance,Andhra Pradesh,Private Car,10,52,Theft,Non-Network Garage,62279.38,0,1,0,5.13,9.05,0,0.1405,0,Low Risk,AI analysis not requested.,False
CLM-007228,17-08-2021,2021,8,HDFC ERGO,Maharashtra,Private Car,1,53,Natural Disaster,Network Garage,199070.26,0,2,1,5.13,9.05,0,0.1078,0,Low Risk,AI analysis not requested.,False
CLM-007229,18-08-2021,2021,8,National Insurance,Punjab,Private Car,7,10,Collision,Cash Settlement,217314.14,0,3,1,5.13,9.05,0,0.1431,0,Low Risk,AI analysis not requested.,False
CLM-007230,18-08-2021,2021,8,ICICI Lombard,Kerala,Private Car,0,23,Collision,Non-Network Garage,12811.66,0,8,0,5.13,9.05,0,0.1649,0,Low Risk,AI analysis not requested.,False
CLM-007231,18-08-2021,2021,8,United India Insurance,Delhi,Private Car,2,3,Natural Disaster,Non-Network Garage,33131.9,0,21,0,5.13,9.05,0,0.1423,0,Low Risk,AI analysis not requested.,False
CLM-007232,18-08-2021,2021,8,New India Assurance,Tamil Nadu,Private Car,5,1,Theft,Network Garage,43360.59,0,17,0,5.13,9.05,0,0.1365,0,Low Risk,AI analysis not requested.,False
CLM-007233,18-08-2021,2021,8,ICICI Lombard,Uttar Pradesh,Private Car,1,29,Collision,Non-Network Garage,82658.93,0,10,1,5.13,9.05,0,0.1447,0,Low Risk,AI analysis not requested.,False
CLM-007234,18-08-2021,2021,8,HDFC ERGO,West Bengal,Private Car,1,35,Collision,Cash Settlement,54405.1,0,6,0,5.13,9.05,0,0.1333,0,Low Risk,AI analysis not requested.,False
CLM-007235,18-08-2021,2021,8,Reliance General,Karnataka,Private Car,3,5,Collision,Cash Settlement,278034.18,0,4,1,5.13,9.05,1,0.1187,0,Low Risk,AI analysis not requested.,False
CLM-007236,18-08-2021,2021,8,SBI General,Madhya Pradesh,Private Car,1,20,Theft,Network Garage,431333.08,0,0,1,5.13,9.05,0,0.1382,0,Low Risk,AI analysis not requested.,False
CLM-007237,19-08-2021,2021,8,Bajaj Allianz,West Bengal,Two-Wheeler,11,25,Collision,Network Garage,21011.1,0,2,0,5.13,9.05,0,0.1603,0,Low Risk,AI analysis not requested.,False
CLM-007238,19-08-2021,2021,8,United India Insurance,Bihar,Private Car,1,7,Theft,Non-Network Garage,80218.84,0,0,1,5.13,9.05,0,0.1582,0,Low Risk,AI analysis not requested.,False
CLM-007239,20-08-2021,2021,8,National Insurance,Andhra Pradesh,Private Car,9,53,Fire,Non-Network Garage,31570.77,1,19,0,5.13,9.05,0,0.1518,0,Low Risk,AI analysis not requested.,False
CLM-007240,20-08-2021,2021,8,Reliance General,Gujarat,Private Car,4,11,Natural Disaster,Network Garage,104801.8,0,1,1,5.13,9.05,0,0.1269,0,Low Risk,AI analysis not requested.,False
CLM-007241,20-08-2021,2021,8,SBI General,Rajasthan,Private Car,5,18,Collision,Network Garage,56776.19,0,0,0,5.13,9.05,0,0.1505,0,Low Risk,AI analysis not requested.,False
CLM-007242,20-08-2021,2021,8,Tata AIG,Madhya Pradesh,Private Car,5,21,Collision,Cash Settlement,59018.32,0,3,0,5.13,9.05,0,0.1333,0,Low Risk,AI analysis not requested.,False
CLM-007243,21-08-2021,2021,8,Reliance General,Maharashtra,Private Car,6,50,Collision,Cash Settlement,135573.88,1,2,1,5.13,9.05,0,0.1619,0,Low Risk,AI analysis not requested.,False
CLM-007244,21-08-2021,2021,8,United India Insurance,Rajasthan,Two-Wheeler,7,49,Fire,Cash Settlement,167465.44,0,4,1,5.13,9.05,0,0.1277,0,Low Risk,AI analysis not requested.,False
CLM-007245,21-08-2021,2021,8,Oriental Insurance,Telangana,Private Car,4,15,Collision,Network Garage,31423.42,0,4,0,5.13,9.05,0,0.0558,0,Low Risk,AI analysis not requested.,False
CLM-007246,21-08-2021,2021,8,Tata AIG,Maharashtra,Private Car,4,42,Collision,Cash Settlement,66245.55,0,2,0,5.13,9.05,0,0.1616,0,Low Risk,AI analysis not requested.,False
CLM-007247,21-08-2021,2021,8,ICICI Lombard,Gujarat,Commercial Vehicle,20,27,Collision,Network Garage,174197.11,0,0,1,5.13,9.05,0,0.1419,0,Low Risk,AI analysis not requested.,False
CLM-007248,21-08-2021,2021,8,HDFC ERGO,Tamil Nadu,Two-Wheeler,15,4,Theft,Cash Settlement,41777.65,0,4,0,5.13,9.05,0,0.1226,0,Low Risk,AI analysis not requested.,False
CLM-007249,22-08-2021,2021,8,Tata AIG,Delhi,Commercial Vehicle,1,4,Natural Disaster,Network Garage,27496.29,0,1,0,5.13,9.05,0,0.1432,0,Low Risk,AI analysis not requested.,False
CLM-007250,23-08-2021,2021,8,Reliance General,Punjab,Private Car,15,51,Natural Disaster,Cash Settlement,60811.29,1,4,0,5.13,9.05,0,0.0761,0,Low Risk,AI analysis not requested.,False
CLM-007251,23-08-2021,2021,8,HDFC ERGO,Rajasthan,Two-Wheeler,2,41,Collision,Non-Network Garage,60476.94,0,2,0,5.13,9.05,0,0.1312,0,Low Risk,AI analysis not requested.,False
CLM-007252,23-08-2021,2021,8,Oriental Insurance,Maharashtra,Two-Wheeler,0,52,Theft,Cash Settlement,80184.19,0,6,1,5.13,9.05,0,0.1597,0,Low Risk,AI analysis not requested.,False
CLM-007253,23-08-2021,2021,8,Oriental Insurance,Uttar Pradesh,Private Car,4,50,Collision,Network Garage,106506.12,0,2,1,5.13,9.05,0,0.1343,0,Low Risk,AI analysis not requested.,False
CLM-007254,23-08-2021,2021,8,Oriental Insurance,Uttar Pradesh,Two-Wheeler,2,55,Theft,Network Garage,91077.62,1,2,1,5.13,9.05,0,0.1693,0,Low Risk,AI analysis not requested.,False
CLM-007255,23-08-2021,2021,8,National Insurance,Maharashtra,Private Car,0,45,Fire,Network Garage,80976.17,0,3,1,5.13,9.05,0,0.1258,0,Low Risk,AI analysis not requested.,False
CLM-007256,23-08-2021,2021,8,HDFC ERGO,Maharashtra,Private Car,1,20,Theft,Network Garage,132040.62,0,7,1,5.13,9.05,0,0.1114,0,Low Risk,AI analysis not requested.,False
CLM-007257,24-08-2021,2021,8,Tata AIG,Uttar Pradesh,Private Car,5,18,Collision,Non-Network Garage,155714.37,2,3,1,5.13,9.05,0,0.1619,0,Low Risk,AI analysis not requested.,False
CLM-007258,24-08-2021,2021,8,Oriental Insurance,Telangana,Two-Wheeler,3,16,Collision,Network Garage,151701.08,0,5,1,5.13,9.05,0,0.1238,0,Low Risk,AI analysis not requested.,False
CLM-007259,24-08-2021,2021,8,Bajaj Allianz,Uttar Pradesh,Two-Wheeler,2,35,Collision,Network Garage,38400.73,0,17,0,5.13,9.05,0,0.0655,0,Low Risk,AI analysis not requested.,False
CLM-007260,24-08-2021,2021,8,Tata AIG,Maharashtra,Private Car,0,8,Natural Disaster,Cash Settlement,45797.9,0,9,0,5.13,9.05,0,0.146,0,Low Risk,AI analysis not requested.,False
CLM-007261,24-08-2021,2021,8,SBI General,Odisha,Private Car,14,57,Natural Disaster,Cash Settlement,414230.29,1,9,1,5.13,9.05,0,0.125,0,Low Risk,AI analysis not requested.,False
CLM-007262,24-08-2021,2021,8,Reliance General,Gujarat,Commercial Vehicle,5,27,Theft,Cash Settlement,40189.48,0,11,0,5.13,9.05,0,0.1575,0,Low Risk,AI analysis not requested.,False
CLM-007263,25-08-2021,2021,8,United India Insurance,Uttar Pradesh,Private Car,4,32,Theft,Non-Network Garage,58941.91,0,3,0,5.13,9.05,0,0.1504,0,Low Risk,AI analysis not requested.,False
CLM-007264,25-08-2021,2021,8,New India Assurance,Karnataka,Two-Wheeler,0,55,Collision,Non-Network Garage,158181.06,0,1,1,5.13,9.05,0,0.1506,0,Low Risk,AI analysis not requested.,False
CLM-007265,25-08-2021,2021,8,ICICI Lombard,West Bengal,Private Car,2,47,Collision,Network Garage,97391.84,0,16,1,5.13,9.05,0,0.1527,0,Low Risk,AI analysis not requested.,False
CLM-007266,25-08-2021,2021,8,ICICI Lombard,Uttar Pradesh,Private Car,3,8,Theft,Non-Network Garage,96333.67,0,8,1,5.13,9.05,0,0.1439,0,Low Risk,AI analysis not requested.,False
CLM-007267,26-08-2021,2021,8,SBI General,West Bengal,Private Car,4,31,Collision,Network Garage,174490.67,0,3,1,5.13,9.05,0,0.1494,0,Low Risk,AI analysis not requested.,False
CLM-007268,26-08-2021,2021,8,New India Assurance,Uttar Pradesh,Private Car,6,40,Theft,Non-Network Garage,163351.2,0,3,1,5.13,9.05,0,0.1358,0,Low Risk,AI analysis not requested.,False
CLM-007269,26-08-2021,2021,8,National Insurance,Rajasthan,Private Car,1,9,Natural Disaster,Cash Settlement,48674,1,19,0,5.13,9.05,0,0.1429,0,Low Risk,AI analysis not requested.,False
CLM-007270,26-08-2021,2021,8,New India Assurance,Gujarat,Private Car,3,33,Collision,Non-Network Garage,75944.26,0,5,1,5.13,9.05,0,0.116,0,Low Risk,AI analysis not requested.,False
CLM-007271,26-08-2021,2021,8,United India Insurance,Telangana,Two-Wheeler,10,41,Collision,Non-Network Garage,13333.33,0,0,0,5.13,9.05,0,0.0759,0,Low Risk,AI analysis not requested.,False
CLM-007272,26-08-2021,2021,8,ICICI Lombard,Madhya Pradesh,Private Car,12,16,Theft,Network Garage,248554.91,0,3,1,5.13,9.05,0,0.1627,0,Low Risk,AI analysis not requested.,False
CLM-007273,26-08-2021,2021,8,United India Insurance,Andhra Pradesh,Two-Wheeler,2,41,Collision,Non-Network Garage,59125.14,0,1,0,5.13,9.05,0,0.1537,0,Low Risk,AI analysis not requested.,False
CLM-007274,27-08-2021,2021,8,United India Insurance,Telangana,Private Car,3,7,Theft,Network Garage,104694.78,2,9,1,5.13,9.05,0,0.1439,0,Low Risk,AI analysis not requested.,False
CLM-007275,27-08-2021,2021,8,Bajaj Allianz,Tamil Nadu,Two-Wheeler,2,2,Collision,Non-Network Garage,25900.21,0,11,0,5.13,9.05,0,0.1224,0,Low Risk,AI analysis not requested.,False
CLM-007276,27-08-2021,2021,8,National Insurance,West Bengal,Two-Wheeler,2,56,Theft,Non-Network Garage,48194.25,0,11,0,5.13,9.05,0,0.0795,0,Low Risk,AI analysis not requested.,False
CLM-007277,27-08-2021,2021,8,National Insurance,Andhra Pradesh,Private Car,2,44,Fire,Network Garage,125696.93,0,5,1,5.13,9.05,0,0.098,0,Low Risk,AI analysis not requested.,False
CLM-007278,28-08-2021,2021,8,United India Insurance,Uttar Pradesh,Commercial Vehicle,5,19,Fire,Network Garage,109632.1,0,9,1,5.13,9.05,0,0.1668,0,Low Risk,AI analysis not requested.,False
CLM-007279,28-08-2021,2021,8,New India Assurance,Madhya Pradesh,Private Car,3,29,Collision,Network Garage,56494.19,2,3,0,5.13,9.05,0,0.0814,0,Low Risk,AI analysis not requested.,False
CLM-007280,28-08-2021,2021,8,HDFC ERGO,Gujarat,Private Car,2,59,Collision,Network Garage,45126.37,1,8,0,5.13,9.05,0,0.1605,0,Low Risk,AI analysis not requested.,False
CLM-007281,29-08-2021,2021,8,New India Assurance,Andhra Pradesh,Private Car,2,33,Vandalism,Network Garage,31963.71,0,0,0,5.13,9.05,0,0.1333,0,Low Risk,AI analysis not requested.,False
CLM-007282,29-08-2021,2021,8,ICICI Lombard,Kerala,Two-Wheeler,8,39,Fire,Network Garage,349822.73,0,6,1,5.13,9.05,1,0.1616,0,Low Risk,AI analysis not requested.,False
CLM-007283,30-08-2021,2021,8,New India Assurance,Gujarat,Private Car,4,43,Collision,Non-Network Garage,164924.87,0,4,1,5.13,9.05,0,0.1376,0,Low Risk,AI analysis not requested.,False
CLM-007284,30-08-2021,2021,8,Reliance General,Andhra Pradesh,Two-Wheeler,4,30,Collision,Non-Network Garage,116743.67,1,1,1,5.13,9.05,0,0.1007,0,Low Risk,AI analysis not requested.,False
CLM-007285,30-08-2021,2021,8,New India Assurance,Telangana,Two-Wheeler,0,32,Theft,Cash Settlement,32088.99,0,11,0,5.13,9.05,0,0.1538,0,Low Risk,AI analysis not requested.,False
CLM-007286,30-08-2021,2021,8,SBI General,Gujarat,Two-Wheeler,0,54,Collision,Non-Network Garage,92586.39,0,11,1,5.13,9.05,0,0.1434,0,Low Risk,AI analysis not requested.,False
CLM-007287,01-09-2021,2021,9,United India Insurance,West Bengal,Commercial Vehicle,2,33,Natural Disaster,Cash Settlement,25473.82,0,13,0,5.13,9.05,0,0.1591,0,Low Risk,AI analysis not requested.,False
CLM-007288,01-09-2021,2021,9,Bajaj Allianz,Maharashtra,Private Car,1,5,Theft,Non-Network Garage,176105.29,0,1,1,5.13,9.05,0,0.0827,0,Low Risk,AI analysis not requested.,False
CLM-007289,01-09-2021,2021,9,ICICI Lombard,Odisha,Two-Wheeler,1,19,Natural Disaster,Network Garage,103794.81,0,11,1,5.13,9.05,0,0.1402,0,Low Risk,AI analysis not requested.,False
CLM-007290,01-09-2021,2021,9,United India Insurance,Maharashtra,Two-Wheeler,1,27,Vandalism,Network Garage,240912.31,0,1,1,5.13,9.05,0,0.1483,0,Low Risk,AI analysis not requested.,False
CLM-007291,01-09-2021,2021,9,ICICI Lombard,Bihar,Two-Wheeler,3,50,Vandalism,Cash Settlement,146970.4,0,35,1,5.13,9.05,0,0.0948,0,Low Risk,AI analysis not requested.,False
CLM-007292,01-09-2021,2021,9,Oriental Insurance,Gujarat,Two-Wheeler,8,4,Collision,Network Garage,783437.95,0,9,1,5.13,9.05,1,0.1587,0,Low Risk,AI analysis not requested.,False
CLM-007293,02-09-2021,2021,9,National Insurance,Maharashtra,Two-Wheeler,2,13,Collision,Cash Settlement,97199.74,0,5,1,5.13,9.05,0,0.1524,0,Low Risk,AI analysis not requested.,False
CLM-007294,02-09-2021,2021,9,Bajaj Allianz,Telangana,Private Car,1,31,Collision,Cash Settlement,69977.82,1,1,0,5.13,9.05,1,0.1624,0,Low Risk,AI analysis not requested.,False
CLM-007295,02-09-2021,2021,9,HDFC ERGO,Karnataka,Two-Wheeler,3,48,Collision,Network Garage,64296.95,0,5,0,5.13,9.05,0,0.1357,0,Low Risk,AI analysis not requested.,False
CLM-007296,02-09-2021,2021,9,Reliance General,Madhya Pradesh,Two-Wheeler,2,31,Fire,Non-Network Garage,55468.8,1,3,0,5.13,9.05,0,0.1642,0,Low Risk,AI analysis not requested.,False
CLM-007297,02-09-2021,2021,9,ICICI Lombard,Gujarat,Commercial Vehicle,1,2,Collision,Cash Settlement,455323.49,0,20,1,5.13,9.05,1,0.126,0,Low Risk,AI analysis not requested.,False
CLM-007298,03-09-2021,2021,9,United India Insurance,Tamil Nadu,Two-Wheeler,1,22,Theft,Network Garage,72066.03,0,2,0,5.13,9.05,0,0.1422,0,Low Risk,AI analysis not requested.,False
CLM-007299,03-09-2021,2021,9,Tata AIG,Gujarat,Private Car,0,8,Collision,Network Garage,62153.29,0,1,0,5.13,9.05,0,0.1388,0,Low Risk,AI analysis not requested.,False
CLM-007300,03-09-2021,2021,9,ICICI Lombard,Bihar,Private Car,2,36,Theft,Network Garage,46950.55,2,28,0,5.13,9.05,0,0.1425,0,Low Risk,AI analysis not requested.,False
CLM-007301,04-09-2021,2021,9,SBI General,Gujarat,Private Car,13,22,Theft,Non-Network Garage,38380.43,0,5,0,5.13,9.05,0,0.1588,0,Low Risk,AI analysis not requested.,False
CLM-007302,04-09-2021,2021,9,United India Insurance,Delhi,Private Car,0,3,Collision,Non-Network Garage,34268.95,0,1,0,5.13,9.05,0,0.1284,0,Low Risk,AI analysis not requested.,False
CLM-007303,05-09-2021,2021,9,HDFC ERGO,Rajasthan,Private Car,6,50,Theft,Network Garage,311970.86,0,3,1,5.13,9.05,0,0.1627,0,Low Risk,AI analysis not requested.,False
CLM-007304,05-09-2021,2021,9,Oriental Insurance,Rajasthan,Two-Wheeler,0,25,Theft,Non-Network Garage,80303.55,0,6,1,5.13,9.05,0,0.1431,0,Low Risk,AI analysis not requested.,False
CLM-007305,05-09-2021,2021,9,United India Insurance,Gujarat,Private Car,8,14,Collision,Network Garage,76315.45,0,2,1,5.13,9.05,0,0.1579,0,Low Risk,AI analysis not requested.,False
CLM-007306,06-09-2021,2021,9,HDFC ERGO,Assam,Private Car,3,15,Collision,Network Garage,62297.46,0,26,0,5.13,9.05,0,0.1499,0,Low Risk,AI analysis not requested.,False
CLM-007307,06-09-2021,2021,9,National Insurance,Rajasthan,Private Car,3,43,Theft,Network Garage,123653.2,0,13,1,5.13,9.05,0,0.1373,0,Low Risk,AI analysis not requested.,False
CLM-007308,07-09-2021,2021,9,Bajaj Allianz,Uttar Pradesh,Private Car,3,12,Collision,Non-Network Garage,32287.46,0,8,0,5.13,9.05,0,0.1451,0,Low Risk,AI analysis not requested.,False
CLM-007309,07-09-2021,2021,9,SBI General,Maharashtra,Two-Wheeler,2,12,Fire,Cash Settlement,118650.1,0,1,1,5.13,9.05,0,0.1013,0,Low Risk,AI analysis not requested.,False
CLM-007310,07-09-2021,2021,9,Bajaj Allianz,Punjab,Private Car,3,49,Natural Disaster,Network Garage,34259.88,0,0,0,5.13,9.05,0,0.158,0,Low Risk,AI analysis not requested.,False
CLM-007311,08-09-2021,2021,9,Tata AIG,Telangana,Two-Wheeler,2,43,Theft,Non-Network Garage,83506.76,0,11,1,5.13,9.05,1,0.1255,0,Low Risk,AI analysis not requested.,False
CLM-007312,08-09-2021,2021,9,United India Insurance,Bihar,Commercial Vehicle,8,37,Collision,Network Garage,9589.99,0,11,0,5.13,9.05,0,0.1321,0,Low Risk,AI analysis not requested.,False
CLM-007313,08-09-2021,2021,9,National Insurance,Uttar Pradesh,Private Car,6,36,Collision,Network Garage,153789.31,1,5,1,5.13,9.05,0,0.1556,0,Low Risk,AI analysis not requested.,False
CLM-007314,09-09-2021,2021,9,Reliance General,Rajasthan,Two-Wheeler,10,44,Collision,Cash Settlement,98153.25,2,24,1,5.13,9.05,0,0.1094,0,Low Risk,AI analysis not requested.,False
CLM-007315,09-09-2021,2021,9,SBI General,Madhya Pradesh,Private Car,0,45,Collision,Network Garage,67300.84,1,6,0,5.13,9.05,0,0.0704,0,Low Risk,AI analysis not requested.,False
CLM-007316,09-09-2021,2021,9,SBI General,Andhra Pradesh,Private Car,0,42,Collision,Network Garage,5000,0,9,0,5.13,9.05,0,0.1545,0,Low Risk,AI analysis not requested.,False
CLM-007317,09-09-2021,2021,9,ICICI Lombard,West Bengal,Commercial Vehicle,3,32,Theft,Network Garage,20816.84,0,11,0,5.13,9.05,0,0.1298,0,Low Risk,AI analysis not requested.,False
CLM-007318,09-09-2021,2021,9,SBI General,Uttar Pradesh,Private Car,0,11,Vandalism,Network Garage,74984.5,0,2,0,5.13,9.05,1,0.1439,0,Low Risk,AI analysis not requested.,False
CLM-007319,10-09-2021,2021,9,Bajaj Allianz,Assam,Private Car,6,17,Vandalism,Network Garage,28661.47,0,3,0,5.13,9.05,0,0.141,0,Low Risk,AI analysis not requested.,False
CLM-007320,10-09-2021,2021,9,HDFC ERGO,Maharashtra,Two-Wheeler,0,46,Collision,Non-Network Garage,36299.08,0,2,0,5.13,9.05,0,0.1395,0,Low Risk,AI analysis not requested.,False
CLM-007321,10-09-2021,2021,9,SBI General,Tamil Nadu,Private Car,1,29,Collision,Network Garage,102573.43,0,10,1,5.13,9.05,0,0.1122,0,Low Risk,AI analysis not requested.,False
CLM-007322,11-09-2021,2021,9,National Insurance,Karnataka,Two-Wheeler,18,37,Collision,Non-Network Garage,115915.79,0,4,1,5.13,9.05,0,0.1585,0,Low Risk,AI analysis not requested.,False
CLM-007323,11-09-2021,2021,9,HDFC ERGO,Gujarat,Two-Wheeler,0,57,Theft,Non-Network Garage,142710.87,0,0,1,5.13,9.05,0,0.1519,0,Low Risk,AI analysis not requested.,False
CLM-007324,11-09-2021,2021,9,New India Assurance,Kerala,Commercial Vehicle,1,25,Collision,Network Garage,44256.13,0,12,0,5.13,9.05,0,0.1296,0,Low Risk,AI analysis not requested.,False
CLM-007325,11-09-2021,2021,9,Tata AIG,Maharashtra,Two-Wheeler,0,53,Collision,Network Garage,51844.61,1,0,0,5.13,9.05,0,0.1475,0,Low Risk,AI analysis not requested.,False
CLM-007326,12-09-2021,2021,9,National Insurance,Uttar Pradesh,Private Car,10,27,Natural Disaster,Network Garage,223753.31,0,3,1,5.13,9.05,0,0.1106,0,Low Risk,AI analysis not requested.,False
CLM-007327,12-09-2021,2021,9,ICICI Lombard,Maharashtra,Two-Wheeler,9,55,Fire,Network Garage,211583.41,0,4,1,5.13,9.05,0,0.1216,0,Low Risk,AI analysis not requested.,False
CLM-007328,12-09-2021,2021,9,SBI General,Gujarat,Commercial Vehicle,10,27,Vandalism,Non-Network Garage,64966.29,0,0,0,5.13,9.05,0,0.1348,0,Low Risk,AI analysis not requested.,False
CLM-007329,12-09-2021,2021,9,National Insurance,Gujarat,Private Car,4,13,Collision,Cash Settlement,55718.86,1,2,0,5.13,9.05,0,0.1206,0,Low Risk,AI analysis not requested.,False
CLM-007330,12-09-2021,2021,9,United India Insurance,Assam,Two-Wheeler,2,47,Collision,Network Garage,166777.27,0,7,1,5.13,9.05,0,0.1539,0,Low Risk,AI analysis not requested.,False
CLM-007331,13-09-2021,2021,9,New India Assurance,Maharashtra,Two-Wheeler,6,10,Vandalism,Cash Settlement,35941.51,0,6,0,5.13,9.05,0,0.1681,0,Low Risk,AI analysis not requested.,False
CLM-007332,13-09-2021,2021,9,ICICI Lombard,Karnataka,Private Car,1,49,Collision,Network Garage,114925.81,2,10,1,5.13,9.05,0,0.0831,0,Low Risk,AI analysis not requested.,False
CLM-007333,13-09-2021,2021,9,Bajaj Allianz,Tamil Nadu,Private Car,2,17,Collision,Non-Network Garage,121588.85,0,4,1,5.13,9.05,0,0.1432,0,Low Risk,AI analysis not requested.,False
CLM-007334,13-09-2021,2021,9,ICICI Lombard,Madhya Pradesh,Two-Wheeler,0,5,Collision,Network Garage,38203.9,0,4,0,5.13,9.05,0,0.1491,0,Low Risk,AI analysis not requested.,False
CLM-007335,13-09-2021,2021,9,Tata AIG,West Bengal,Two-Wheeler,0,28,Vandalism,Network Garage,85011.9,1,3,1,5.13,9.05,0,0.1544,0,Low Risk,AI analysis not requested.,False
CLM-007336,15-09-2021,2021,9,Bajaj Allianz,Karnataka,Two-Wheeler,3,27,Collision,Network Garage,82616.85,1,2,1,5.13,9.05,0,0.1639,0,Low Risk,AI analysis not requested.,False
CLM-007337,15-09-2021,2021,9,Reliance General,Andhra Pradesh,Private Car,0,35,Collision,Non-Network Garage,172295.56,0,2,1,5.13,9.05,0,0.154,0,Low Risk,AI analysis not requested.,False
CLM-007338,16-09-2021,2021,9,United India Insurance,West Bengal,Two-Wheeler,13,36,Theft,Network Garage,309029.29,0,18,1,5.13,9.05,1,0.1023,0,Low Risk,AI analysis not requested.,False
CLM-007339,16-09-2021,2021,9,ICICI Lombard,Kerala,Two-Wheeler,1,53,Theft,Network Garage,238006.62,0,0,1,5.13,9.05,0,0.0874,0,Low Risk,AI analysis not requested.,False
CLM-007340,16-09-2021,2021,9,HDFC ERGO,Telangana,Two-Wheeler,3,12,Collision,Cash Settlement,145968.15,0,1,1,5.13,9.05,0,0.1206,0,Low Risk,AI analysis not requested.,False
CLM-007341,16-09-2021,2021,9,United India Insurance,Uttar Pradesh,Two-Wheeler,2,24,Collision,Cash Settlement,460554.61,0,8,1,5.13,9.05,1,0.1163,0,Low Risk,AI analysis not requested.,False
CLM-007342,16-09-2021,2021,9,Reliance General,Gujarat,Commercial Vehicle,1,21,Theft,Network Garage,55061.39,0,7,0,5.13,9.05,0,0.1537,0,Low Risk,AI analysis not requested.,False
CLM-007343,16-09-2021,2021,9,HDFC ERGO,Kerala,Commercial Vehicle,6,35,Collision,Network Garage,69225.63,1,6,0,5.13,9.05,0,0.1001,0,Low Risk,AI analysis not requested.,False
CLM-007344,16-09-2021,2021,9,New India Assurance,Rajasthan,Private Car,3,18,Collision,Network Garage,65997.02,0,1,0,5.13,9.05,0,0.0688,0,Low Risk,AI analysis not requested.,False
